region,district,value,month,indicator
Lower Shabelle,Wanla Weyn,0.338,2010-06-01,ndvi
Bay,Baydhaba,0.366,2010-06-01,ndvi
Bay,Buur Hakaba,0.466,2010-06-01,ndvi
Bay,Diinsoor,0.406,2010-06-01,ndvi
Bay,Qansax Dheere,0.341,2010-06-01,ndvi
Bakool,Xudur,0.248,2010-06-01,ndvi
Bakool,Ceel Barde,0.232,2010-06-01,ndvi
Bakool,Tayeeglow,0.304,2010-06-01,ndvi
Bakool,Waajid,0.237,2010-06-01,ndvi
Bakool,Rab Dhuure,0.166,2010-06-01,ndvi
Lower Shabelle,Marka,0.489,2010-07-01,ndvi
Lower Shabelle,Afgooye,0.41,2010-07-01,ndvi
Lower Shabelle,Baraawe,0.519,2010-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.548,2010-07-01,ndvi
Lower Shabelle,Qoryooley,0.515,2010-07-01,ndvi
Lower Shabelle,Sablaale,0.576,2010-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.27,2010-07-01,ndvi
Bay,Baydhaba,0.289,2010-07-01,ndvi
Bay,Buur Hakaba,0.386,2010-07-01,ndvi
Bay,Diinsoor,0.352,2010-07-01,ndvi
Bay,Qansax Dheere,0.279,2010-07-01,ndvi
Bakool,Xudur,0.201,2010-07-01,ndvi
Bakool,Ceel Barde,0.192,2010-07-01,ndvi
Bakool,Tayeeglow,0.243,2010-07-01,ndvi
Bakool,Waajid,0.194,2010-07-01,ndvi
Bakool,Rab Dhuure,0.142,2010-07-01,ndvi
Lower Shabelle,Marka,0.433,2010-08-01,ndvi
Lower Shabelle,Afgooye,0.318,2010-08-01,ndvi
Lower Shabelle,Baraawe,0.435,2010-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.465,2010-08-01,ndvi
Lower Shabelle,Qoryooley,0.418,2010-08-01,ndvi
Lower Shabelle,Sablaale,0.517,2010-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.219,2010-08-01,ndvi
Bay,Baydhaba,0.267,2010-08-01,ndvi
Bay,Buur Hakaba,0.324,2010-08-01,ndvi
Bay,Diinsoor,0.315,2010-08-01,ndvi
Bay,Qansax Dheere,0.241,2010-08-01,ndvi
Bakool,Xudur,0.199,2010-08-01,ndvi
Bakool,Ceel Barde,0.188,2010-08-01,ndvi
Bakool,Tayeeglow,0.23,2010-08-01,ndvi
Bakool,Waajid,0.204,2010-08-01,ndvi
Bakool,Rab Dhuure,0.142,2010-08-01,ndvi
Lower Shabelle,Marka,0.376,2010-09-01,ndvi
Lower Shabelle,Afgooye,0.26,2010-09-01,ndvi
Lower Shabelle,Baraawe,0.345,2010-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.386,2010-09-01,ndvi
Lower Shabelle,Qoryooley,0.339,2010-09-01,ndvi
Lower Shabelle,Sablaale,0.432,2010-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.198,2010-09-01,ndvi
Bay,Baydhaba,0.253,2010-09-01,ndvi
Bay,Buur Hakaba,0.282,2010-09-01,ndvi
Bay,Diinsoor,0.28,2010-09-01,ndvi
Bay,Qansax Dheere,0.223,2010-09-01,ndvi
Bakool,Xudur,0.198,2010-09-01,ndvi
Bakool,Ceel Barde,0.191,2010-09-01,ndvi
Bakool,Tayeeglow,0.232,2010-09-01,ndvi
Bakool,Waajid,0.203,2010-09-01,ndvi
Bakool,Rab Dhuure,0.138,2010-09-01,ndvi
Lower Shabelle,Marka,0.325,2010-10-01,ndvi
Lower Shabelle,Afgooye,0.229,2010-10-01,ndvi
Lower Shabelle,Baraawe,0.284,2010-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.355,2010-10-01,ndvi
Lower Shabelle,Qoryooley,0.314,2010-10-01,ndvi
Lower Shabelle,Sablaale,0.388,2010-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.202,2010-10-01,ndvi
Bay,Baydhaba,0.343,2010-10-01,ndvi
Bay,Buur Hakaba,0.293,2010-10-01,ndvi
Bay,Diinsoor,0.294,2010-10-01,ndvi
Bay,Qansax Dheere,0.259,2010-10-01,ndvi
Bakool,Xudur,0.263,2010-10-01,ndvi
Bakool,Ceel Barde,0.247,2010-10-01,ndvi
Bakool,Tayeeglow,0.308,2010-10-01,ndvi
Bakool,Waajid,0.288,2010-10-01,ndvi
Bakool,Rab Dhuure,0.156,2010-10-01,ndvi
Lower Shabelle,Marka,0.314,2010-11-01,ndvi
Lower Shabelle,Afgooye,0.224,2010-11-01,ndvi
Lower Shabelle,Baraawe,0.268,2010-11-01,ndvi
Lower Shabelle,Kurtunwaarey,0.365,2010-11-01,ndvi
Lower Shabelle,Qoryooley,0.323,2010-11-01,ndvi
Lower Shabelle,Sablaale,0.399,2010-11-01,ndvi
Lower Shabelle,Wanla Weyn,0.213,2010-11-01,ndvi
Bay,Baydhaba,0.422,2010-11-01,ndvi
Bay,Buur Hakaba,0.325,2010-11-01,ndvi
Bay,Diinsoor,0.334,2010-11-01,ndvi
Bay,Qansax Dheere,0.321,2010-11-01,ndvi
Bakool,Xudur,0.296,2010-11-01,ndvi
Bakool,Ceel Barde,0.265,2010-11-01,ndvi
Bakool,Tayeeglow,0.328,2010-11-01,ndvi
Bakool,Waajid,0.352,2010-11-01,ndvi
Bakool,Rab Dhuure,0.177,2010-11-01,ndvi
Lower Shabelle,Marka,0.302,2010-12-01,ndvi
Lower Shabelle,Afgooye,0.228,2010-12-01,ndvi
Lower Shabelle,Baraawe,0.265,2010-12-01,ndvi
Lower Shabelle,Kurtunwaarey,0.358,2010-12-01,ndvi
Lower Shabelle,Qoryooley,0.328,2010-12-01,ndvi
Lower Shabelle,Sablaale,0.393,2010-12-01,ndvi
Lower Shabelle,Wanla Weyn,0.21,2010-12-01,ndvi
Bay,Baydhaba,0.318,2010-12-01,ndvi
Bay,Buur Hakaba,0.296,2010-12-01,ndvi
Bay,Diinsoor,0.306,2010-12-01,ndvi
Bay,Qansax Dheere,0.278,2010-12-01,ndvi
Bakool,Xudur,0.226,2010-12-01,ndvi
Bakool,Ceel Barde,0.205,2010-12-01,ndvi
Bakool,Tayeeglow,0.256,2010-12-01,ndvi
Bakool,Waajid,0.25,2010-12-01,ndvi
Bakool,Rab Dhuure,0.156,2010-12-01,ndvi
Lower Shabelle,Marka,0.281,2011-01-01,ndvi
Lower Shabelle,Afgooye,0.223,2011-01-01,ndvi
Lower Shabelle,Baraawe,0.259,2011-01-01,ndvi
Lower Shabelle,Kurtunwaarey,0.339,2011-01-01,ndvi
Lower Shabelle,Qoryooley,0.31,2011-01-01,ndvi
Lower Shabelle,Sablaale,0.362,2011-01-01,ndvi
Lower Shabelle,Wanla Weyn,0.199,2011-01-01,ndvi
Bay,Baydhaba,0.267,2011-01-01,ndvi
Bay,Buur Hakaba,0.269,2011-01-01,ndvi
Bay,Diinsoor,0.272,2011-01-01,ndvi
Bay,Qansax Dheere,0.24,2011-01-01,ndvi
Bakool,Xudur,0.203,2011-01-01,ndvi
Bakool,Ceel Barde,0.191,2011-01-01,ndvi
Bakool,Tayeeglow,0.23,2011-01-01,ndvi
Bakool,Waajid,0.213,2011-01-01,ndvi
Bakool,Rab Dhuure,0.146,2011-01-01,ndvi
Lower Shabelle,Marka,0.261,2011-02-01,ndvi
Lower Shabelle,Afgooye,0.214,2011-02-01,ndvi
Lower Shabelle,Baraawe,0.246,2011-02-01,ndvi
Lower Shabelle,Kurtunwaarey,0.31,2011-02-01,ndvi
Lower Shabelle,Qoryooley,0.291,2011-02-01,ndvi
Lower Shabelle,Sablaale,0.332,2011-02-01,ndvi
Lower Shabelle,Wanla Weyn,0.194,2011-02-01,ndvi
Bay,Baydhaba,0.248,2011-02-01,ndvi
Bay,Buur Hakaba,0.255,2011-02-01,ndvi
Bay,Diinsoor,0.255,2011-02-01,ndvi
Bay,Qansax Dheere,0.228,2011-02-01,ndvi
Bakool,Xudur,0.195,2011-02-01,ndvi
Bakool,Ceel Barde,0.186,2011-02-01,ndvi
Bakool,Tayeeglow,0.222,2011-02-01,ndvi
Bakool,Waajid,0.202,2011-02-01,ndvi
Bakool,Rab Dhuure,0.142,2011-02-01,ndvi
Lower Shabelle,Marka,0.243,2011-03-01,ndvi
Lower Shabelle,Afgooye,0.202,2011-03-01,ndvi
Lower Shabelle,Baraawe,0.23,2011-03-01,ndvi
Lower Shabelle,Kurtunwaarey,0.277,2011-03-01,ndvi
Lower Shabelle,Qoryooley,0.266,2011-03-01,ndvi
Lower Shabelle,Sablaale,0.302,2011-03-01,ndvi
Lower Shabelle,Wanla Weyn,0.188,2011-03-01,ndvi
Bay,Baydhaba,0.235,2011-03-01,ndvi
Bay,Buur Hakaba,0.241,2011-03-01,ndvi
Bay,Diinsoor,0.247,2011-03-01,ndvi
Bay,Qansax Dheere,0.224,2011-03-01,ndvi
Bakool,Xudur,0.188,2011-03-01,ndvi
Bakool,Ceel Barde,0.179,2011-03-01,ndvi
Bakool,Tayeeglow,0.213,2011-03-01,ndvi
Bakool,Waajid,0.194,2011-03-01,ndvi
Bakool,Rab Dhuure,0.14,2011-03-01,ndvi
Lower Shabelle,Marka,0.252,2011-04-01,ndvi
Lower Shabelle,Afgooye,0.21,2011-04-01,ndvi
Lower Shabelle,Baraawe,0.236,2011-04-01,ndvi
Lower Shabelle,Kurtunwaarey,0.291,2011-04-01,ndvi
Lower Shabelle,Qoryooley,0.278,2011-04-01,ndvi
Lower Shabelle,Sablaale,0.316,2011-04-01,ndvi
Lower Shabelle,Wanla Weyn,0.196,2011-04-01,ndvi
Bay,Baydhaba,0.269,2011-04-01,ndvi
Bay,Buur Hakaba,0.26,2011-04-01,ndvi
Bay,Diinsoor,0.268,2011-04-01,ndvi
Bay,Qansax Dheere,0.243,2011-04-01,ndvi
Bakool,Xudur,0.197,2011-04-01,ndvi
Bakool,Ceel Barde,0.187,2011-04-01,ndvi
Bakool,Tayeeglow,0.219,2011-04-01,ndvi
Bakool,Waajid,0.214,2011-04-01,ndvi
Bakool,Rab Dhuure,0.147,2011-04-01,ndvi
Lower Shabelle,Marka,0.275,2011-05-01,ndvi
Lower Shabelle,Afgooye,0.245,2011-05-01,ndvi
Lower Shabelle,Baraawe,0.321,2011-05-01,ndvi
Lower Shabelle,Kurtunwaarey,0.423,2011-05-01,ndvi
Lower Shabelle,Qoryooley,0.393,2011-05-01,ndvi
Lower Shabelle,Sablaale,0.533,2011-05-01,ndvi
Lower Shabelle,Wanla Weyn,0.278,2011-05-01,ndvi
Bay,Baydhaba,0.418,2011-05-01,ndvi
Bay,Buur Hakaba,0.405,2011-05-01,ndvi
Bay,Diinsoor,0.361,2011-05-01,ndvi
Bay,Qansax Dheere,0.319,2011-05-01,ndvi
Bakool,Xudur,0.273,2011-05-01,ndvi
Bakool,Ceel Barde,0.266,2011-05-01,ndvi
Bakool,Tayeeglow,0.39,2011-05-01,ndvi
Bakool,Waajid,0.276,2011-05-01,ndvi
Bakool,Rab Dhuure,0.161,2011-05-01,ndvi
Lower Shabelle,Marka,0.311,2011-06-01,ndvi
Lower Shabelle,Afgooye,0.264,2011-06-01,ndvi
Lower Shabelle,Baraawe,0.41,2011-06-01,ndvi
Lower Shabelle,Kurtunwaarey,0.467,2011-06-01,ndvi
Lower Shabelle,Qoryooley,0.428,2011-06-01,ndvi
Lower Shabelle,Sablaale,0.603,2011-06-01,ndvi
Lower Shabelle,Wanla Weyn,0.316,2011-06-01,ndvi
Bay,Baydhaba,0.421,2011-06-01,ndvi
Bay,Buur Hakaba,0.416,2011-06-01,ndvi
Bay,Diinsoor,0.37,2011-06-01,ndvi
Bay,Qansax Dheere,0.292,2011-06-01,ndvi
Bakool,Xudur,0.33,2011-06-01,ndvi
Bakool,Ceel Barde,0.318,2011-06-01,ndvi
Bakool,Tayeeglow,0.411,2011-06-01,ndvi
Bakool,Waajid,0.285,2011-06-01,ndvi
Bakool,Rab Dhuure,0.201,2011-06-01,ndvi
Lower Shabelle,Marka,0.276,2011-07-01,ndvi
Lower Shabelle,Afgooye,0.196,2011-07-01,ndvi
Lower Shabelle,Baraawe,0.295,2011-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.327,2011-07-01,ndvi
Lower Shabelle,Qoryooley,0.321,2011-07-01,ndvi
Lower Shabelle,Sablaale,0.381,2011-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.181,2011-07-01,ndvi
Bay,Baydhaba,0.198,2011-07-01,ndvi
Bay,Buur Hakaba,0.238,2011-07-01,ndvi
Bay,Diinsoor,0.229,2011-07-01,ndvi
Bay,Qansax Dheere,0.163,2011-07-01,ndvi
Bakool,Xudur,0.213,2011-07-01,ndvi
Bakool,Ceel Barde,0.194,2011-07-01,ndvi
Bakool,Tayeeglow,0.198,2011-07-01,ndvi
Bakool,Waajid,0.17,2011-07-01,ndvi
Bakool,Rab Dhuure,0.143,2011-07-01,ndvi
Lower Shabelle,Marka,0.521,2011-08-01,ndvi
Lower Shabelle,Afgooye,0.379,2011-08-01,ndvi
Lower Shabelle,Baraawe,0.445,2011-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.472,2011-08-01,ndvi
Lower Shabelle,Qoryooley,0.455,2011-08-01,ndvi
Lower Shabelle,Sablaale,0.456,2011-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.202,2011-08-01,ndvi
Bay,Baydhaba,0.252,2011-08-01,ndvi
Bay,Buur Hakaba,0.282,2011-08-01,ndvi
Bay,Diinsoor,0.262,2011-08-01,ndvi
Bay,Qansax Dheere,0.217,2011-08-01,ndvi
Bakool,Xudur,0.2,2011-08-01,ndvi
Bakool,Ceel Barde,0.183,2011-08-01,ndvi
Bakool,Tayeeglow,0.224,2011-08-01,ndvi
Bakool,Waajid,0.2,2011-08-01,ndvi
Bakool,Rab Dhuure,0.141,2011-08-01,ndvi
Lower Shabelle,Marka,0.48,2011-09-01,ndvi
Lower Shabelle,Afgooye,0.306,2011-09-01,ndvi
Lower Shabelle,Baraawe,0.327,2011-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.367,2011-09-01,ndvi
Lower Shabelle,Qoryooley,0.354,2011-09-01,ndvi
Lower Shabelle,Sablaale,0.338,2011-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.189,2011-09-01,ndvi
Bay,Baydhaba,0.236,2011-09-01,ndvi
Bay,Buur Hakaba,0.245,2011-09-01,ndvi
Bay,Diinsoor,0.23,2011-09-01,ndvi
Bay,Qansax Dheere,0.212,2011-09-01,ndvi
Bakool,Xudur,0.191,2011-09-01,ndvi
Bakool,Ceel Barde,0.181,2011-09-01,ndvi
Bakool,Tayeeglow,0.217,2011-09-01,ndvi
Bakool,Waajid,0.194,2011-09-01,ndvi
Bakool,Rab Dhuure,0.135,2011-09-01,ndvi
Lower Shabelle,Marka,0.348,2011-10-01,ndvi
Lower Shabelle,Afgooye,0.244,2011-10-01,ndvi
Lower Shabelle,Baraawe,0.249,2011-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.348,2011-10-01,ndvi
Lower Shabelle,Qoryooley,0.301,2011-10-01,ndvi
Lower Shabelle,Sablaale,0.385,2011-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.215,2011-10-01,ndvi
Bay,Baydhaba,0.309,2011-10-01,ndvi
Bay,Buur Hakaba,0.277,2011-10-01,ndvi
Bay,Diinsoor,0.268,2011-10-01,ndvi
Bay,Qansax Dheere,0.248,2011-10-01,ndvi
Bakool,Xudur,0.251,2011-10-01,ndvi
Bakool,Ceel Barde,0.239,2011-10-01,ndvi
Bakool,Tayeeglow,0.294,2011-10-01,ndvi
Bakool,Waajid,0.261,2011-10-01,ndvi
Bakool,Rab Dhuure,0.163,2011-10-01,ndvi
Lower Shabelle,Marka,0.426,2011-11-01,ndvi
Lower Shabelle,Afgooye,0.491,2011-11-01,ndvi
Lower Shabelle,Baraawe,0.377,2011-11-01,ndvi
Lower Shabelle,Kurtunwaarey,0.63,2011-11-01,ndvi
Lower Shabelle,Qoryooley,0.553,2011-11-01,ndvi
Lower Shabelle,Sablaale,0.667,2011-11-01,ndvi
Lower Shabelle,Wanla Weyn,0.478,2011-11-01,ndvi
Bay,Baydhaba,0.595,2011-11-01,ndvi
Bay,Buur Hakaba,0.544,2011-11-01,ndvi
Bay,Diinsoor,0.531,2011-11-01,ndvi
Bay,Qansax Dheere,0.489,2011-11-01,ndvi
Bakool,Xudur,0.433,2011-11-01,ndvi
Bakool,Ceel Barde,0.391,2011-11-01,ndvi
Bakool,Tayeeglow,0.529,2011-11-01,ndvi
Bakool,Waajid,0.513,2011-11-01,ndvi
Bakool,Rab Dhuure,0.337,2011-11-01,ndvi
Lower Shabelle,Marka,0.477,2011-12-01,ndvi
Lower Shabelle,Afgooye,0.53,2011-12-01,ndvi
Lower Shabelle,Baraawe,0.511,2011-12-01,ndvi
Lower Shabelle,Kurtunwaarey,0.688,2011-12-01,ndvi
Lower Shabelle,Qoryooley,0.646,2011-12-01,ndvi
Lower Shabelle,Sablaale,0.738,2011-12-01,ndvi
Lower Shabelle,Wanla Weyn,0.472,2011-12-01,ndvi
Bay,Baydhaba,0.645,2011-12-01,ndvi
Bay,Buur Hakaba,0.58,2011-12-01,ndvi
Bay,Diinsoor,0.631,2011-12-01,ndvi
Bay,Qansax Dheere,0.666,2011-12-01,ndvi
Bakool,Xudur,0.42,2011-12-01,ndvi
Bakool,Ceel Barde,0.362,2011-12-01,ndvi
Bakool,Tayeeglow,0.454,2011-12-01,ndvi
Bakool,Waajid,0.558,2011-12-01,ndvi
Bakool,Rab Dhuure,0.423,2011-12-01,ndvi
Lower Shabelle,Marka,0.411,2012-01-01,ndvi
Lower Shabelle,Afgooye,0.343,2012-01-01,ndvi
Lower Shabelle,Baraawe,0.412,2012-01-01,ndvi
Lower Shabelle,Kurtunwaarey,0.561,2012-01-01,ndvi
Lower Shabelle,Qoryooley,0.504,2012-01-01,ndvi
Lower Shabelle,Sablaale,0.607,2012-01-01,ndvi
Lower Shabelle,Wanla Weyn,0.298,2012-01-01,ndvi
Bay,Baydhaba,0.451,2012-01-01,ndvi
Bay,Buur Hakaba,0.415,2012-01-01,ndvi
Bay,Diinsoor,0.454,2012-01-01,ndvi
Bay,Qansax Dheere,0.456,2012-01-01,ndvi
Bakool,Xudur,0.273,2012-01-01,ndvi
Bakool,Ceel Barde,0.235,2012-01-01,ndvi
Bakool,Tayeeglow,0.308,2012-01-01,ndvi
Bakool,Waajid,0.324,2012-01-01,ndvi
Bakool,Rab Dhuure,0.234,2012-01-01,ndvi
Lower Shabelle,Marka,0.338,2012-02-01,ndvi
Lower Shabelle,Afgooye,0.263,2012-02-01,ndvi
Lower Shabelle,Baraawe,0.313,2012-02-01,ndvi
Lower Shabelle,Kurtunwaarey,0.437,2012-02-01,ndvi
Lower Shabelle,Qoryooley,0.378,2012-02-01,ndvi
Lower Shabelle,Sablaale,0.47,2012-02-01,ndvi
Lower Shabelle,Wanla Weyn,0.24,2012-02-01,ndvi
Bay,Baydhaba,0.333,2012-02-01,ndvi
Bay,Buur Hakaba,0.313,2012-02-01,ndvi
Bay,Diinsoor,0.338,2012-02-01,ndvi
Bay,Qansax Dheere,0.329,2012-02-01,ndvi
Bakool,Xudur,0.223,2012-02-01,ndvi
Bakool,Ceel Barde,0.202,2012-02-01,ndvi
Bakool,Tayeeglow,0.257,2012-02-01,ndvi
Bakool,Waajid,0.256,2012-02-01,ndvi
Bakool,Rab Dhuure,0.187,2012-02-01,ndvi
Lower Shabelle,Marka,0.303,2012-03-01,ndvi
Lower Shabelle,Afgooye,0.236,2012-03-01,ndvi
Lower Shabelle,Baraawe,0.261,2012-03-01,ndvi
Lower Shabelle,Kurtunwaarey,0.365,2012-03-01,ndvi
Lower Shabelle,Qoryooley,0.316,2012-03-01,ndvi
Lower Shabelle,Sablaale,0.375,2012-03-01,ndvi
Lower Shabelle,Wanla Weyn,0.221,2012-03-01,ndvi
Bay,Baydhaba,0.285,2012-03-01,ndvi
Bay,Buur Hakaba,0.275,2012-03-01,ndvi
Bay,Diinsoor,0.288,2012-03-01,ndvi
Bay,Qansax Dheere,0.271,2012-03-01,ndvi
Bakool,Xudur,0.214,2012-03-01,ndvi
Bakool,Ceel Barde,0.199,2012-03-01,ndvi
Bakool,Tayeeglow,0.244,2012-03-01,ndvi
Bakool,Waajid,0.24,2012-03-01,ndvi
Bakool,Rab Dhuure,0.173,2012-03-01,ndvi
Lower Shabelle,Marka,0.3,2012-04-01,ndvi
Lower Shabelle,Afgooye,0.269,2012-04-01,ndvi
Lower Shabelle,Baraawe,0.276,2012-04-01,ndvi
Lower Shabelle,Kurtunwaarey,0.427,2012-04-01,ndvi
Lower Shabelle,Qoryooley,0.396,2012-04-01,ndvi
Lower Shabelle,Sablaale,0.449,2012-04-01,ndvi
Lower Shabelle,Wanla Weyn,0.258,2012-04-01,ndvi
Bay,Baydhaba,0.367,2012-04-01,ndvi
Bay,Buur Hakaba,0.341,2012-04-01,ndvi
Bay,Diinsoor,0.354,2012-04-01,ndvi
Bay,Qansax Dheere,0.292,2012-04-01,ndvi
Bakool,Xudur,0.297,2012-04-01,ndvi
Bakool,Ceel Barde,0.29,2012-04-01,ndvi
Bakool,Tayeeglow,0.34,2012-04-01,ndvi
Bakool,Waajid,0.338,2012-04-01,ndvi
Bakool,Rab Dhuure,0.21,2012-04-01,ndvi
Lower Shabelle,Marka,0.337,2012-05-01,ndvi
Lower Shabelle,Afgooye,0.361,2012-05-01,ndvi
Lower Shabelle,Baraawe,0.32,2012-05-01,ndvi
Lower Shabelle,Kurtunwaarey,0.564,2012-05-01,ndvi
Lower Shabelle,Qoryooley,0.567,2012-05-01,ndvi
Lower Shabelle,Sablaale,0.613,2012-05-01,ndvi
Lower Shabelle,Wanla Weyn,0.371,2012-05-01,ndvi
Bay,Baydhaba,0.488,2012-05-01,ndvi
Bay,Buur Hakaba,0.463,2012-05-01,ndvi
Bay,Diinsoor,0.467,2012-05-01,ndvi
Bay,Qansax Dheere,0.372,2012-05-01,ndvi
Bakool,Xudur,0.368,2012-05-01,ndvi
Bakool,Ceel Barde,0.364,2012-05-01,ndvi
Bakool,Tayeeglow,0.467,2012-05-01,ndvi
Bakool,Waajid,0.409,2012-05-01,ndvi
Bakool,Rab Dhuure,0.237,2012-05-01,ndvi
Lower Shabelle,Marka,0.327,2012-06-01,ndvi
Lower Shabelle,Afgooye,0.322,2012-06-01,ndvi
Lower Shabelle,Baraawe,0.286,2012-06-01,ndvi
Lower Shabelle,Kurtunwaarey,0.492,2012-06-01,ndvi
Lower Shabelle,Qoryooley,0.503,2012-06-01,ndvi
Lower Shabelle,Sablaale,0.546,2012-06-01,ndvi
Lower Shabelle,Wanla Weyn,0.317,2012-06-01,ndvi
Bay,Baydhaba,0.364,2012-06-01,ndvi
Bay,Buur Hakaba,0.388,2012-06-01,ndvi
Bay,Diinsoor,0.381,2012-06-01,ndvi
Bay,Qansax Dheere,0.295,2012-06-01,ndvi
Bakool,Xudur,0.278,2012-06-01,ndvi
Bakool,Ceel Barde,0.262,2012-06-01,ndvi
Bakool,Tayeeglow,0.344,2012-06-01,ndvi
Bakool,Waajid,0.291,2012-06-01,ndvi
Bakool,Rab Dhuure,0.181,2012-06-01,ndvi
Lower Shabelle,Marka,0.337,2012-07-01,ndvi
Lower Shabelle,Afgooye,0.268,2012-07-01,ndvi
Lower Shabelle,Baraawe,0.298,2012-07-01,ndvi
Lower Shabelle,Kurtunwaarey,0.418,2012-07-01,ndvi
Lower Shabelle,Qoryooley,0.42,2012-07-01,ndvi
Lower Shabelle,Sablaale,0.473,2012-07-01,ndvi
Lower Shabelle,Wanla Weyn,0.244,2012-07-01,ndvi
Bay,Baydhaba,0.283,2012-07-01,ndvi
Bay,Buur Hakaba,0.315,2012-07-01,ndvi
Bay,Diinsoor,0.303,2012-07-01,ndvi
Bay,Qansax Dheere,0.229,2012-07-01,ndvi
Bakool,Xudur,0.224,2012-07-01,ndvi
Bakool,Ceel Barde,0.206,2012-07-01,ndvi
Bakool,Tayeeglow,0.261,2012-07-01,ndvi
Bakool,Waajid,0.231,2012-07-01,ndvi
Bakool,Rab Dhuure,0.155,2012-07-01,ndvi
Lower Shabelle,Marka,0.33,2012-08-01,ndvi
Lower Shabelle,Afgooye,0.231,2012-08-01,ndvi
Lower Shabelle,Baraawe,0.336,2012-08-01,ndvi
Lower Shabelle,Kurtunwaarey,0.369,2012-08-01,ndvi
Lower Shabelle,Qoryooley,0.356,2012-08-01,ndvi
Lower Shabelle,Sablaale,0.442,2012-08-01,ndvi
Lower Shabelle,Wanla Weyn,0.219,2012-08-01,ndvi
Bay,Baydhaba,0.259,2012-08-01,ndvi
Bay,Buur Hakaba,0.282,2012-08-01,ndvi
Bay,Diinsoor,0.276,2012-08-01,ndvi
Bay,Qansax Dheere,0.222,2012-08-01,ndvi
Bakool,Xudur,0.208,2012-08-01,ndvi
Bakool,Ceel Barde,0.195,2012-08-01,ndvi
Bakool,Tayeeglow,0.237,2012-08-01,ndvi
Bakool,Waajid,0.219,2012-08-01,ndvi
Bakool,Rab Dhuure,0.152,2012-08-01,ndvi
Lower Shabelle,Marka,0.314,2012-09-01,ndvi
Lower Shabelle,Afgooye,0.215,2012-09-01,ndvi
Lower Shabelle,Baraawe,0.282,2012-09-01,ndvi
Lower Shabelle,Kurtunwaarey,0.343,2012-09-01,ndvi
Lower Shabelle,Qoryooley,0.319,2012-09-01,ndvi
Lower Shabelle,Sablaale,0.401,2012-09-01,ndvi
Lower Shabelle,Wanla Weyn,0.219,2012-09-01,ndvi
Bay,Baydhaba,0.289,2012-09-01,ndvi
Bay,Buur Hakaba,0.278,2012-09-01,ndvi
Bay,Diinsoor,0.272,2012-09-01,ndvi
Bay,Qansax Dheere,0.234,2012-09-01,ndvi
Bakool,Xudur,0.234,2012-09-01,ndvi
Bakool,Ceel Barde,0.225,2012-09-01,ndvi
Bakool,Tayeeglow,0.282,2012-09-01,ndvi
Bakool,Waajid,0.243,2012-09-01,ndvi
Bakool,Rab Dhuure,0.157,2012-09-01,ndvi
Lower Shabelle,Marka,0.352,2012-10-01,ndvi
Lower Shabelle,Afgooye,0.3,2012-10-01,ndvi
Lower Shabelle,Baraawe,0.307,2012-10-01,ndvi
Lower Shabelle,Kurtunwaarey,0.464,2012-10-01,ndvi
Lower Shabelle,Qoryooley,0.444,2012-10-01,ndvi
Lower Shabelle,Sablaale,0.491,2012-10-01,ndvi
Lower Shabelle,Wanla Weyn,0.344,2012-10-01,ndvi
Bay,Baydhaba,0.44,2012-10-01,ndvi
Bay,Buur Hakaba,0.4,2012-10-01,ndvi
Bay,Diinsoor,0.378,2012-10-01,ndvi
Bay,Qansax Dheere,0.317,2012-10-01,ndvi
Bakool,Xudur,0.349,2012-10-01,ndvi
Bakool,Ceel Barde,0.348,2012-10-01,ndvi
Bakool,Tayeeglow,0.449,2012-10-01,ndvi
Bakool,Waajid,0.354,2012-10-01,ndvi
Bakool,Rab Dhuure,0.197,2012-10-01,ndvi
Lower Shabelle,Marka,0.438,2012-11-01,ndvi
Lower Shabelle,Afgooye,0.464,2012-11-01,ndvi
Lower Shabelle,Baraawe,0.388,2012-11-01,ndvi
Lower Shabelle,Kurtunwaarey,0.619,2012-11-01,ndvi
Lower Shabelle,Qoryooley,0.611,2012-11-01,ndvi
Lower Shabelle,Sablaale,0.64,2012-11-01,ndvi
Lower Shabelle,Wanla Weyn,0.491,2012-11-01,ndvi
Bay,Baydhaba,0.558,2012-11-01,ndvi
Bay,Buur Hakaba,0.536,2012-11-01,ndvi
Bay,Diinsoor,0.532,2012-11-01,ndvi
Bay,Qansax Dheere,0.489,2012-11-01,ndvi
Bakool,Xudur,0.385,2012-11-01,ndvi
Bakool,Ceel Barde,0.377,2012-11-01,ndvi
